ix,skypos,band,theCount
3792,209.154266163_87.1071973001,FUV,8558
3802,314.909143166_75.3175099583,FUV,12421
3812,13.5301865349_85.2585217371,FUV,8451
3822,194.284510258_66.0632770963,FUV,8911
3832,217.031521514_74.2283410116,FUV,7839
3842,5.2447434348_78.5500477376,FUV,15989
3852,140.260325717_57.1361337238,FUV,9048
3862,305.179565053_73.8214899663,FUV,8533
3872,169.307612922_65.9899790633,FUV,8246
3882,154.368249449_60.1935730919,FUV,8190
3892,120.510483737_85.7840599426,FUV,19239
3902,312.170148_85.5497619718,FUV,8486
3912,150.658854314_63.8699633892,FUV,9215
3922,218.35596537_56.5379951583,FUV,7930
3932,339.663378208_68.2040009926,FUV,7756
3942,161.243609623_56.8546486236,FUV,125357
3952,286.735992167_86.1352480483,FUV,8469
3962,219.08355731_84.847122951,FUV,52446
3972,152.841567709_74.6251502595,FUV,7530
3982,149.796278143_72.9904371797,FUV,8183
3992,109.441976408_65.2975118009,FUV,13433
4002,86.4625441792_86.0418240147,FUV,18945
3848,77.475451174_61.1989749455,FUV,7976
3860,184.553908833_68.7142890094,FUV,127986
3870,216.72282185_79.5989011364,FUV,8725
3858,214.297121042_54.6704844267,FUV,70731
3880,78.8953700726_77.9595892688,FUV,7726
3868,129.282962013_54.145282142,FUV,15567
3878,96.8169808026_72.0472814841,FUV,20621
3890,120.510483737_85.7840599426,FUV,11278
3888,16.3793577746_78.1987594368,FUV,8603
3900,44.0140428828_67.2096376013,FUV,7701
3898,102.508635101_76.9563315907,FUV,7852
3910,94.1114571861_77.8832366147,FUV,8181
3908,73.771972481_56.5322529792,FUV,8003
3920,313.236851511_65.3857160658,FUV,10641
3918,302.342655671_55.01146754,FUV,7417
3930,84.1443696419_75.83200079,FUV,17349
3928,122.812856371_72.2636552506,FUV,8284
3938,91.5236476766_70.4236855188,FUV,15173
3940,161.243609623_56.8546486236,FUV,85324
3950,202.24305382_56.8630365424,FUV,8326
3960,207.712024732_78.4690675611,FUV,8127
3970,123.763717237_57.2876277302,FUV,7637
3980,353.837082932_70.8947065397,FUV,7993
3948,161.243609623_56.8546486236,FUV,125377
3990,226.066293713_66.9339733733,FUV,12574
3958,298.34382655_87.7964659373,FUV,21771
4000,214.498779141_86.1212044975,FUV,8952
3968,123.763717237_57.2876277302,FUV,8293
3978,344.947947017_87.1829538828,FUV,12099
3988,288.479053153_63.6410721031,FUV,7620
3998,296.805459887_59.1478916185,FUV,7436
3595,237.76478194_79.1397799847,FUV,8304
3605,111.964704439_78.131087019,FUV,10266
3629,89.3201270617_74.9320760878,FUV,126402
3615,72.8866928428_57.9509928559,FUV,8617
3639,106.135516633_64.3457492067,FUV,13528
3649,267.258034695_69.392990021,FUV,7559
3625,213.944707291_86.5526790813,FUV,41981
3659,86.9610302427_84.4466013743,FUV,14532
3635,234.362739351_81.0788095227,FUV,8372
3645,270.392330636_84.4526869177,FUV,8383
3655,280.188320424_57.4523232944,FUV,7923
3665,291.826477241_69.7506967434,FUV,7563
3675,93.3185252343_63.797496142,FUV,7552
3669,222.883067971_57.4751166055,FUV,112781
3685,180.862202123_84.0007804841,FUV,8643
3679,117.659046552_59.9098673333,FUV,8261
3695,77.207353608_80.657026918,FUV,8758
3705,260.31362388_87.6362524795,FUV,13019
3715,294.969018476_66.7987777947,FUV,8838
3689,266.179603445_56.3941405422,FUV,101951
3699,104.690215812_66.3580278989,FUV,12290
3709,216.772785769_60.000718502,FUV,8251
3719,17.782698468_75.2097521025,FUV,13468
3725,127.167266154_73.8333384657,FUV,125559
3735,173.575411977_58.7911019659,FUV,7771
3729,79.413869465_63.193738317,FUV,10225
3745,301.230737947_79.1418916876,FUV,8074
3755,291.137525347_77.0669690511,FUV,15106
3739,315.145390421_70.6497100755,FUV,11606
3765,210.488980682_59.4212537043,FUV,60825
3749,192.960926936_78.1889438638,FUV,8161
3759,106.536618679_58.9403260656,FUV,8775
3775,142.433378016_70.6213020661,FUV,128126
3785,236.073876445_85.2199656691,FUV,7865
3769,142.433378016_70.6213020661,FUV,128522
3795,233.808050864_85.0535978351,FUV,7865
3805,327.170891628_88.7135992636,FUV,7801
3815,222.854268501_74.4601993175,FUV,7931
3825,228.341070999_77.9684598834,FUV,8159
3835,261.345184506_73.0143958045,FUV,8159
3779,142.433378016_70.6213020661,FUV,128326
3845,5.2447434348_78.5500477376,FUV,20358
3789,87.4609652775_81.0613009615,FUV,8160
3799,223.085517139_72.2123562398,FUV,7901
3809,295.272887874_59.085828427,FUV,7427
3819,353.188712607_72.8379400917,FUV,8190
3855,214.297121042_54.6704844267,FUV,107889
3865,129.282962013_54.145282142,FUV,8389
3829,237.084494961_59.9104384486,FUV,6832
3839,72.0669836662_78.6695814824,FUV,8772
3875,4.83059180035_79.0375804687,FUV,9442
3849,276.272466387_65.3057582252,FUV,7450
3859,166.376914809_62.4274969916,FUV,10302
3885,126.964557811_86.8555242009,FUV,13904
3869,216.72282185_79.5989011364,FUV,8970
3879,78.8953700726_77.9595892688,FUV,8732
3895,191.585357468_86.47241905,FUV,17575
3889,16.3793577746_78.1987594368,FUV,8171
3905,232.75797687_60.7862627629,FUV,19546
3915,171.877664013_87.4407788914,FUV,7870
3899,44.0140428828_67.2096376013,FUV,7995
3925,114.947185347_57.4532851171,FUV,8309
3935,102.19230575_77.7959835381,FUV,7941
3945,161.243609623_56.8546486236,FUV,125129
3909,94.1114571861_77.8832366147,FUV,121259
3955,66.2859202233_85.726800888,FUV,123746
3919,313.236851511_65.3857160658,FUV,9631
3929,84.1443696419_75.83200079,FUV,18527
3965,191.852121251_80.2427744286,FUV,42396
3975,71.5133751914_73.6699142554,FUV,7715
3985,107.680444078_77.0214024441,FUV,8115
3939,161.243609623_56.8546486236,FUV,128431
3995,153.407080953_87.9084370735,FUV,10745
3949,161.243609623_56.8546486236,FUV,127651
3959,207.712024732_78.4690675611,FUV,8144
3969,123.763717237_57.2876277302,FUV,7699
3979,267.107124844_65.9094204595,FUV,8173
3989,186.163391509_56.9454941928,FUV,8641
3999,307.430069379_78.6473008489,FUV,7869
3773,142.433378016_70.6213020661,FUV,114622
3783,90.4331460058_65.708642475,FUV,14868
3793,209.154266163_87.1071973001,FUV,7877
3803,314.909143166_75.3175099583,FUV,15013
3813,134.099555906_54.4299858719,FUV,14091
3823,222.484076765_66.2301600978,FUV,13700
3833,217.031521514_74.2283410116,FUV,11651
3843,5.2447434348_78.5500477376,FUV,14401
3853,325.872995736_85.0059302703,FUV,7627
3863,305.179565053_73.8214899663,FUV,9019
3873,4.83059180035_79.0375804687,FUV,8269
3883,305.773596263_65.2816841406,FUV,7306
3893,120.510483737_85.7840599426,FUV,8696
3903,287.50331098_87.3499928695,FUV,7842
3913,150.658854314_63.8699633892,FUV,127566
3923,218.35596537_56.5379951583,FUV,109665
3933,141.143712815_69.0440237052,FUV,8249
3943,161.243609623_56.8546486236,FUV,125344
3953,161.102930037_65.5761170002,FUV,8990
3963,219.08355731_84.847122951,FUV,9948
3973,152.841567709_74.6251502595,FUV,7605
3983,184.635051332_61.8889769381,FUV,10190
3993,109.441976408_65.2975118009,FUV,13420
4003,86.4625441792_86.0418240147,FUV,16419
3934,102.19230575_77.7959835381,FUV,8175
3777,142.433378016_70.6213020661,FUV,128114
3787,1.27971376719_77.4302839128,FUV,8042
3797,188.706821245_67.7352304807,FUV,9666
3807,54.2483972094_71.2835240177,FUV,7833
3944,161.243609623_56.8546486236,FUV,125232
3817,70.901294009_61.2012016189,FUV,7505
3827,163.215873548_66.8060291268,FUV,9209
3837,246.351463859_88.8118670154,FUV,9231
3847,77.475451174_61.1989749455,FUV,8575
3954,161.102930037_65.5761170002,FUV,127823
3964,191.852121251_80.2427744286,FUV,41817
3857,214.297121042_54.6704844267,FUV,100289
3974,71.5133751914_73.6699142554,FUV,8402
3984,107.680444078_77.0214024441,FUV,8010
3994,151.333044769_75.098233214,FUV,7530
3867,129.282962013_54.145282142,FUV,15807
3877,290.5595646_69.4729068829,FUV,7563
3887,16.3793577746_78.1987594368,FUV,19782
3897,102.508635101_76.9563315907,FUV,8094
3907,73.771972481_56.5322529792,FUV,8609
3917,168.285561136_53.6434543972,FUV,8239
3927,235.872463401_75.1273810165,FUV,8511
3937,274.222750569_85.3288172282,FUV,8113
3947,161.243609623_56.8546486236,FUV,125094
3957,66.2859202233_85.726800888,FUV,127175
3967,66.4184176165_83.1165404352,FUV,120819
3977,215.564010447_70.149437545,FUV,8000
3987,288.479053153_63.6410721031,FUV,104010
3997,89.4327286789_70.0037387496,FUV,7911
3946,161.243609623_56.8546486236,FUV,125052
3956,66.2859202233_85.726800888,FUV,120482
3966,66.4184176165_83.1165404352,FUV,20268
3976,215.564010447_70.149437545,FUV,8156
3986,102.57557246_74.0130006123,FUV,9287
3996,89.4327286789_70.0037387496,FUV,8363
