tilename,tilenum,img,subvis,avaspra,avaspdec,fexptime,nexptime,minPhotoObsDate,maxPhotoObsdate,minmjd,maxmjd
MISKEP_10556_0010,40477,7,-999,285.105421403672,47.9439575516143,0,1919.75,2011-06-21 06:53:02.000,2011-07-26 11:28:51.000,55733.2868287037,55768.4783680556
GI4_056016_KEPLER_07,24114,1,-999,285.112624534955,45.1755105751455,7067.15,7067.25,2008-05-22 15:37:20.000,2008-08-17 11:40:57.000,54608.6509259259,54695.4867708333
AIS_13,50013,1,9,285.295563750412,45.2001405384844,144,144,2006-07-17 09:59:59.000,2006-07-17 10:02:23.000,53933.4166550926,53933.4183217593
MISKEP_10746_0014,40489,7,-999,285.322859471538,44.2822753003315,0,688.5,2011-07-30 17:11:57.000,2011-07-30 17:23:25.000,55772.7166319444,55772.7245949074
AIS_13,50013,1,12,285.338031022649,44.2820612124409,0,128,2011-06-09 20:30:06.000,2011-06-09 20:32:14.000,55721.8542361111,55721.8557175926
MISKEP_10796_0014,40492,7,-999,285.390803552619,43.3585016601148,0,600.55,2011-07-31 04:42:50.000,2011-07-31 04:52:50.000,55773.196412037,55773.2033564815
AIS_13,50013,1,17,285.396374578887,43.3857354955611,0,128,2011-06-09 20:32:51.000,2011-06-09 20:34:59.000,55721.8561458333,55721.8576273148
MISKEP_10847_0014,40495,7,-999,285.425429453418,42.4452729051837,0,1344.65,2011-07-05 21:04:16.000,2011-07-23 09:35:33.000,55747.877962963,55765.3996875
AIS_13,50013,1,23,285.428681244365,42.4522834439008,0,151.05,2011-06-09 20:43:39.000,2011-06-09 20:46:10.000,55721.8636458333,55721.8653935185
KEPLER_11117_0014,7425,7,-999,285.53596244744,37.6436485150218,0,63,2010-07-03 23:55:40.000,2010-07-03 23:56:43.000,55380.9969907407,55380.9977199074
GI5_055009_KEPLER_02B,25138,7,-999,285.690370971883,48.0856357755109,1293.15,5457.35,2009-05-11 18:44:19.000,2011-06-09 15:50:08.000,54962.780775463,55721.6598148148
GI4_056019_KEPLER_02,24117,1,-999,285.744079553523,49.0039560004907,5711.35,5711.35,2008-05-22 10:41:15.000,2008-08-16 20:48:59.000,54608.4453125,54694.867349537
GI4_056010_KEPLER_18,24108,7,-999,286.0549500438,37.7037997174779,4537.95,5452.5,2008-05-22 07:24:20.000,2010-07-02 19:49:43.000,54608.3085648148,55379.8261921296
AIS_5,50005,1,76,286.246192885987,55.6362606047803,190,191,2006-09-13 11:29:08.000,2006-09-13 14:48:00.000,53991.4785648148,53991.6166666667
KEPLER_10510_0010,7426,7,-999,286.260112927337,48.5203671292898,0,171.05,2011-06-22 05:52:20.000,2011-06-22 05:55:11.000,55734.2446759259,55734.2466550926
AIS_5,50005,1,80,286.281715880622,54.7230899289377,0,102.05,2011-09-10 04:46:26.000,2011-09-10 04:48:08.000,55814.198912037,55814.2000925926
AIS_5,50005,1,93,286.398004427161,52.0796865103683,0,104,2011-09-10 04:58:17.000,2011-09-10 05:00:01.000,55814.2071412037,55814.2083449074
MISKEP_10340_0006,40470,7,-999,286.399309643912,52.0921888052531,0,2271.2,2011-06-11 11:55:45.000,2011-07-28 07:52:59.000,55723.4970486111,55770.3284606481
GI5_055003_KEPLER_12B,25132,7,-999,286.501326317503,42.5519837192135,869.65,4363.95,2009-05-13 00:19:47.000,2009-07-28 10:22:52.000,54964.0137384259,55040.4325462963
MISKEP_10510_0010,40473,7,-999,286.513569995447,48.5276748413618,0,1274.8,2011-06-22 02:35:35.000,2011-07-25 07:35:17.000,55734.1080439815,55767.3161689815
AIS_9,50009,1,90,286.543143788692,48.5038632270949,202,202,2006-09-06 15:27:36.000,2006-09-12 06:15:28.000,53984.6441666667,53990.2607407407
KEPLER_10555_0010,7404,7,-999,286.565441143012,47.6131030015382,0,2351.6,2011-06-20 19:22:52.000,2011-07-28 19:30:46.000,55732.8075462963,55770.8130324074
AIS_9,50009,1,92,286.568396726915,47.6161694626235,199.1,199.1,2006-09-06 15:29:57.000,2006-09-12 06:17:40.000,53984.6457986111,53990.2622685185
AIS_9,50009,1,96,286.61949389227,45.8218121121318,144,144,2006-07-17 09:57:02.000,2006-07-17 09:59:26.000,53933.4146064815,53933.4162731481
MISKEP_10648_0010,40481,7,-999,286.622925633334,45.8236060573308,0,1490.05,2011-06-24 08:47:10.000,2011-07-24 21:44:32.000,55736.366087963,55766.9059259259
AIS_9,50009,1,98,286.6454992796,44.9210758714529,143,143,2006-07-17 09:54:07.000,2006-07-17 09:56:30.000,53933.4125810185,53933.4142361111
MISKEP_10696_0010,40485,7,-999,286.658224938112,44.9202087062148,0,1255,2011-08-01 03:43:40.000,2011-08-01 05:32:17.000,55774.1553240741,55774.2307523148
MISKEP_10745_0014,40488,7,-999,286.662701423125,44.0016191151242,0,652.5,2011-08-01 11:56:49.000,2011-08-01 12:07:41.000,55774.4977893519,55774.5053356481
AIS_13,50013,1,11,286.671455550221,43.9980646163755,0,93,2011-06-09 20:28:00.000,2011-06-09 20:29:33.000,55721.8527777778,55721.8538541667
AIS_13,50013,1,16,286.699183920624,43.104620269218,136,136,2006-07-17 09:45:24.000,2006-07-17 09:47:40.000,53933.4065277778,53933.4081018518
MISKEP_11116_0014,40501,7,-999,286.818468868466,37.5240324079463,0,1335.95,2011-08-02 02:44:11.000,2011-08-02 04:34:11.000,55775.1140162037,55775.1904050926
GI4_056003_KEPLER_12,24101,1,-999,287.894796351977,43.501649071919,5458.45,5458.45,2008-05-22 09:02:31.000,2008-08-17 03:10:59.000,54608.3767476852,54695.1326273148
AIS_142,50142,1,23,287.956323980032,35.4446516184264,0,200,2011-06-11 18:44:31.000,2011-06-11 18:47:51.000,55723.7809143518,55723.7832291667
MISKEP_09469_0010,40465,7,-999,287.97534734854,43.7261272176249,0,1303.9,2011-08-01 23:27:10.000,2011-08-02 01:16:44.000,55774.9771990741,55775.053287037
MISKEP_09468_0014,40464,7,-999,287.982667145208,42.827151534058,0,1337.95,2011-06-26 05:08:25.000,2011-07-23 11:13:56.000,55738.2141782407,55765.4680092593
MISKEP_09467_0014,40463,7,-999,287.985628335422,41.9119520598657,0,1068.6,2011-06-27 05:46:41.000,2011-07-23 19:25:23.000,55739.2407523148,55765.8092939815
AIS_9,50009,1,81,287.985680341767,47.2964785976679,204,204,2006-09-06 15:13:17.000,2006-09-12 06:02:00.000,53984.634224537,53990.2513888889
AIS_9,50009,1,86,287.98916761123,51.7010426065209,0,106,2011-09-10 05:00:37.000,2011-09-10 05:02:23.000,55814.2087615741,55814.2099884259
KEPLER_09478_0010_css33008,52395,1,-999,287.989430965348,51.7189454633962,0,868.55,2009-07-05 23:13:54.000,2009-07-05 23:28:22.000,55017.9679861111,55017.9780324074
MISKEP_09470_0010,40466,7,-999,287.991022878169,44.6189324659589,0,1248.1,2011-08-02 14:14:46.000,2011-08-02 16:03:13.000,55775.593587963,55775.668900463
AIS_5,50005,1,53,287.993131909197,56.0888476019965,188,188,2006-09-13 11:31:22.000,2006-09-13 14:50:13.000,53991.4801157407,53991.6182060185
AIS_9,50009,1,80,287.993187788343,46.4132554653164,211,211,2006-09-06 15:10:56.000,2006-09-12 05:59:50.000,53984.6325925926,53990.2498842593
AIS_13,50013,1,7,287.993904337086,41.9096687551738,0,240,2011-06-19 23:42:39.000,2011-09-13 10:04:18.000,55731.9879513889,55817.4196527778
AIS_5,50005,1,50,287.995125538058,53.4651425454884,0,105,2011-09-10 05:10:07.000,2011-09-10 05:11:52.000,55814.2153587963,55814.2165740741
AIS_9,50009,1,83,287.996806997409,49.073511779982,207,207,2006-09-06 15:25:11.000,2006-09-12 06:13:13.000,53984.6424884259,53990.2591782407
AIS_9,50009,1,79,287.997410391892,45.5123355553748,198,199,2006-09-06 15:06:14.000,2006-09-12 05:55:18.000,53984.6293287037,53990.2467361111
AIS_13,50013,1,8,287.997626839863,42.8246942665318,0,214.2,2011-06-19 23:40:12.000,2011-09-13 10:01:11.000,55731.98625,55817.4174884259
MISKEP_09471_0010,40467,7,-999,287.999739269467,45.5140890372759,0,1284.95,2011-08-03 13:15:10.000,2011-08-03 15:03:48.000,55776.5521990741,55776.6276388889
AIS_5,50005,1,49,288.001485473724,52.6025043374975,0,112,2011-09-10 05:12:45.000,2011-09-10 05:14:37.000,55814.2171875,55814.2184837963
GI4_056015_KEPLER_06,24113,1,-999,288.005855475319,46.7580245390276,5800.05,5800.05,2008-05-22 13:58:19.000,2008-07-03 15:12:59.000,54608.5821643519,54650.6340162037
MISKEP_09474_0010,40468,7,-999,288.006739662262,48.2176405868473,0,1533.05,2011-08-05 21:06:37.000,2011-08-05 22:58:40.000,55778.8795949074,55778.9574074074
MISKEP_09475_0010,40469,7,-999,288.007804539212,49.0775313299589,0,867.5,2011-08-06 00:23:46.000,2011-08-06 00:38:13.000,55779.0165046296,55779.0265393518
AIS_9,50009,1,77,288.011250052122,43.7200630101313,144,144,2006-07-17 09:48:14.000,2006-07-17 09:50:38.000,53933.4084953704,53933.410162037
AIS_9,50009,1,82,288.011263666132,48.1788152795532,130,130,2006-09-06 15:32:22.000,2006-09-12 06:19:28.000,53984.6474768519,53990.2635185185
AIS_9,50009,1,78,288.015941712626,44.6203601944908,141,141,2006-07-17 09:51:12.000,2006-07-17 09:53:33.000,53933.4105555556,53933.4121875
GI5_055007_KEPLER_06B,25136,7,-999,288.174696699035,47.6860162286538,1309.05,4991.6,2009-05-12 04:36:01.000,2011-06-09 14:11:45.000,54963.1916782407,55721.5914930556
GI4_056009_KEPLER_17,24107,7,-999,288.847461231463,41.1345120813425,6016.45,7655.5,2008-05-21 16:36:28.000,2010-07-02 23:18:00.000,54607.6919907407,55379.9708333333
AIS_142,50142,1,1,289.112631196195,34.6571470270001,0,179.05,2011-06-11 18:40:43.000,2011-06-11 18:43:42.000,55723.778275463,55723.7803472222
AIS_14,50014,1,75,289.123581405438,35.6326149549767,0,184,2011-06-11 18:37:07.000,2011-06-11 18:40:11.000,55723.775775463,55723.7779050926
AIS_14,50014,1,64,289.137172572361,36.5803433493339,0,185,2011-06-11 18:33:28.000,2011-06-11 18:36:33.000,55723.7732407407,55723.7753819444
MISKEP_08570_0015,40448,7,-999,289.231380698123,41.2221096905852,0,267.1,2011-07-04 22:07:18.000,2011-07-04 22:11:45.000,55746.9217361111,55746.9248263889
AIS_14,50014,1,12,289.246878449299,41.2562584194909,0,237.05,2011-06-19 23:45:09.000,2011-09-13 10:07:05.000,55731.9896875,55817.4215856481
MISKEP_08517_0014,40443,7,-999,289.261690059055,42.171448248612,0,1957.05,2011-06-27 10:41:55.000,2011-07-27 03:55:32.000,55739.445775463,55769.1635648148
MISKEP_08465_0010,40438,7,-999,289.269097203763,43.0959398570909,0,1083.25,2011-06-26 06:46:33.000,2011-07-24 11:48:40.000,55738.2823263889,55766.4921296296
KEPLER_08465_0010_css33326,52393,1,-999,289.323606171787,43.0993284100222,0,887.6,2009-07-27 17:45:54.000,2009-07-27 18:00:41.000,55039.7402083333,55039.750474537
KEPLER_08414_0010,7405,7,-999,289.341561874407,44.0135484496758,0,1540.05,2011-06-21 16:44:18.000,2011-06-21 17:09:58.000,55733.6974305556,55733.7152546296
MISKEP_08364_0010,40434,7,-999,289.352130539298,44.9092770030427,0,712.5,2011-08-04 07:19:16.000,2011-08-04 07:31:08.000,55777.3050462963,55777.313287037
KEPLER_08465_0010_css33327,52394,1,-999,289.369785170347,43.0351125192718,0,622.3,2009-07-27 19:31:08.000,2009-07-27 19:41:30.000,55039.813287037,55039.8204861111
AIS_9,50009,1,51,289.386441217896,45.8094104605417,205,205,2006-09-06 15:08:31.000,2006-09-12 05:57:35.000,53984.6309143519,53990.2483217593
MISKEP_08315_0010,40431,7,-999,289.396149993267,45.8140594707249,0,1622.15,2011-08-05 12:53:45.000,2011-08-05 19:41:44.000,55778.5373263889,55778.8206481482
AIS_9,50009,1,43,289.405914161879,46.7207777289214,0,120,2011-09-10 06:30:07.000,2011-09-10 06:32:07.000,55814.2709143518,55814.2723032407
MISKEP_08267_0010,40426,7,-999,289.41699116332,46.7180058103611,0,826.5,2011-08-05 11:15:10.000,2011-08-05 11:28:56.000,55778.4688657407,55778.4784259259
MISKEP_08220_0010,40420,7,-999,289.419080762556,47.6308154269614,0,1124.7,2011-06-24 00:34:53.000,2011-07-24 08:35:27.000,55736.024224537,55766.3579513889
AIS_9,50009,1,35,289.448878903555,47.6150070764778,202,312,2006-09-06 15:15:40.000,2011-09-10 06:29:31.000,53984.6358796296,55814.2704976852
AIS_9,50009,1,27,289.484185053097,48.5448064805503,0,88,2011-09-10 06:25:28.000,2011-09-10 06:26:56.000,55814.2676851852,55814.2687037037
AIS_9,50009,1,20,289.512701722257,49.4105288493568,206,206,2006-09-06 15:22:49.000,2006-09-12 06:10:58.000,53984.6408449074,53990.2576157407
KEPLER_08129_0010,7406,7,-999,289.514473570217,49.3982944233115,0,1529.05,2011-06-20 17:44:14.000,2011-06-20 18:09:43.000,55732.7390509259,55732.7567476852
AIS_9,50009,1,8,289.544494752926,51.1703651007519,0,109,2011-09-10 05:02:58.000,2011-09-10 05:04:47.000,55814.2103935185,55814.2116550926
KEPLER_08000_0010,7407,7,-999,289.604681899311,52.0892779405932,0,2487.1,2011-06-17 07:36:34.000,2011-06-17 09:37:37.000,55729.3170601852,55729.4011226852
GI4_056018_KEPLER_01,24116,1,-999,289.606251224729,50.8241238001958,6216.1,6216.1,2008-05-19 10:21:54.000,2008-08-17 10:02:23.000,54605.431875,54695.4183217593
AIS_9,50009,1,3,289.615559553717,52.0661300897286,0,109,2011-09-10 05:05:21.000,2011-09-10 05:07:10.000,55814.2120486111,55814.2133101852
AIS_5,50005,1,46,289.675349441251,52.9678385943407,0,96,2011-09-10 05:07:50.000,2011-09-10 05:09:26.000,55814.2137731481,55814.2148842593
AIS_5,50005,1,31,289.709469062666,55.5992532117181,189.05,189.05,2006-09-13 11:33:32.000,2006-09-13 14:52:24.000,53991.4816203704,53991.6197222222
GI4_056018_KEPLER_01_css27168,53176,1,-999,289.719992323232,50.7887002791803,252.05,252.05,2008-06-01 02:20:48.000,2008-06-01 02:25:00.000,54618.0977777778,54618.1006944444
KEPLER_08849_0015,7408,7,-999,290.262539335594,36.8027332312532,0,3914.3,2010-07-04 19:11:39.000,2010-07-06 00:47:06.000,55381.7997569444,55383.0327083333
AIS_14,50014,1,63,290.270046865585,36.8089663259687,0,170.05,2011-06-11 18:30:00.000,2011-06-11 18:32:50.000,55723.7708333333,55723.7728009259
MISGCSN3_08849_0015,44621,1,-999,290.295926721248,36.8093094462598,0,1609,2009-07-10 00:09:08.000,2009-07-10 00:35:57.000,55022.0063425926,55022.0249652778
AIS_14,50014,1,20,290.443543790087,40.5670303327585,0,235,2011-06-19 23:47:41.000,2011-09-13 10:09:55.000,55731.9914467593,55817.4235532407
MISKEP_08623_0015,40453,7,-999,290.460002134556,40.5925674770237,0,690.5,2011-08-02 22:27:25.000,2011-08-02 22:38:55.000,55775.9357060185,55775.9436921296
MISKEP_08569_0015,40447,7,-999,290.50893905102,41.5064920649714,0,638.65,2011-08-03 21:28:09.000,2011-08-03 21:38:47.000,55776.8945486111,55776.9019328704
MISKEP_08516_0015,40442,7,-999,290.531206438903,42.454823937702,0,1034.55,2011-06-28 03:07:56.000,2011-07-23 12:51:23.000,55740.1305092593,55765.5356828704
MISKEP_08464_0010,40437,7,-999,290.57878430592,43.3741219986396,0,1052.6,2011-06-27 04:08:08.000,2011-07-24 13:29:22.000,55739.1723148148,55766.5620601852
MISKEP_08569_0015_css44094,52935,1,-999,290.58253403989,41.5697522941497,0,716.55,2011-08-03 23:06:45.000,2011-08-03 23:18:41.000,55776.9630208333,55776.9713078704
GI4_056014_KEPLER_05,24112,1,-999,290.692152432919,48.2877572139059,6163.75,6163.75,2008-05-21 18:15:05.000,2008-08-17 13:11:49.000,54607.760474537,54695.5498726852
GI4_056001_KEPLER_11,24099,1,-999,290.706631620954,44.1769923393298,6194,6194,2008-05-19 18:35:30.000,2008-08-17 06:45:13.000,54605.7746527778,54695.281400463
AIS_9,50009,1,50,290.769493352094,46.1102313811522,0,112,2011-09-10 06:32:47.000,2011-09-10 06:34:39.000,55814.2727662037,55814.2740625
MISKEP_08266_0010,40425,7,-999,290.823008063464,47.0233693348814,0,1019.1,2011-06-25 02:51:38.000,2011-07-24 10:12:30.000,55737.1191898148,55766.4253472222
AIS_9,50009,1,42,290.83391348772,47.0401368327651,0,112,2011-09-10 06:37:59.000,2011-09-10 06:39:51.000,55814.2763773148,55814.2776736111
AIS_9,50009,1,34,290.894823662717,47.9065002842448,207,207,2006-09-06 15:18:03.000,2006-09-12 06:06:28.000,53984.6375347222,53990.2544907407
MISKEP_08173_0010,40415,7,-999,290.937148595764,48.8333488412426,0,2150.45,2011-06-16 20:06:35.000,2011-07-28 01:18:55.000,55728.8379050926,55770.0548032407
KEPLER_08173_0010_css33043,52390,1,-999,290.967243300579,48.8706975399048,0,830.4,2009-07-08 08:43:37.000,2009-07-08 08:57:27.000,55020.3636226852,55020.3732291667
AIS_9,50009,1,26,290.979406389838,48.8280536730898,206,206,2006-09-06 15:20:26.000,2006-09-12 06:08:43.000,53984.6391898148,53990.2560532407
AIS_5,50005,1,45,291.212015238143,53.3190309684494,192,192,2006-09-13 11:44:42.000,2006-09-13 15:03:34.000,53991.489375,53991.6274768518
GI4_056012_KEPLER_21,24110,7,-999,291.242425621309,38.7470644443096,6381.1,7346.55,2008-05-20 06:05:55.000,2010-07-04 12:58:03.000,54606.2541087963,55381.5403125
AIS_5,50005,1,40,291.318770361659,54.2517462844149,192,192,2006-09-13 11:42:28.000,2006-09-13 15:01:21.000,53991.4878240741,53991.6259375
AIS_5,50005,1,35,291.373112652519,55.0694116760709,192,192,2006-09-13 11:35:46.000,2006-09-13 14:54:38.000,53991.4831712963,53991.6212731482
AIS_14,50014,1,40,291.528526887471,38.9373863569281,0,226.05,2011-06-19 23:52:42.000,2011-09-13 10:15:19.000,55731.9949305556,55817.4273032407
MISKEP_08733_0015,40459,7,-999,291.560398066325,38.9457983460805,0,1149,2011-08-03 01:44:58.000,2011-08-03 03:31:51.000,55776.0728935185,55776.1471180556
AIS_14,50014,1,29,291.605912836487,39.8686747942153,0,233,2011-06-19 23:50:11.000,2011-09-13 10:12:44.000,55731.9931828704,55817.4255092593
MISKEP_08677_0015,40455,7,-999,291.61584191714,39.8804881808733,0,641.15,2011-08-04 10:36:52.000,2011-08-04 10:47:33.000,55777.4422685185,55777.4496875
MISKEP_08622_0015,40452,7,-999,291.633963009915,40.8002915642055,0,127,2011-07-03 23:11:33.000,2011-07-03 23:13:40.000,55745.9663541667,55745.9678240741
MISKEP_08515_0015,40441,7,-999,291.736199792487,42.6807319957949,0,125.05,2011-06-27 23:50:46.000,2011-06-27 23:52:51.000,55739.993587963,55739.9950347222
MISKEP_08568_0015,40446,7,-999,291.800517251545,41.8172137469244,0,300.15,2011-06-28 06:29:47.000,2011-06-28 06:34:47.000,55740.2706828704,55740.2741550926
GI5_055004_KEPLER_05B,25133,7,-999,291.83458915223,49.300366046821,874.55,3369.8,2009-05-12 22:41:11.000,2011-06-20 06:17:29.000,54963.9452662037,55732.2621412037
KEPLER_08463_0010,7409,7,-999,291.907806744588,43.6311996527338,0,1642,2010-07-02 17:54:56.000,2010-07-02 18:22:18.000,55379.7464814815,55379.7654861111
GI5_055002_KEPLER_11B,25131,7,-999,292.170098398534,44.1966375010935,985.6,3444.75,2009-05-14 02:37:24.000,2010-07-02 13:18:56.000,54965.1093055556,55379.5548148148
AIS_9,50009,1,49,292.178283085976,46.3995718333851,0,112,2011-09-10 06:35:21.000,2011-09-10 06:37:13.000,55814.2745486111,55814.2758449074
AIS_9,50009,1,41,292.261453062546,47.3080886254107,0,121,2011-09-10 06:40:28.000,2011-09-10 06:42:29.000,55814.2781018519,55814.2795023148
GI4_056008_KEPLER_16,24106,1,-999,292.387474790955,42.3763160061453,6904.55,6904.55,2008-05-20 04:26:53.000,2008-08-17 04:59:26.000,54606.1853356481,54695.2079398148
KEPLER_08127_0010_css33036,52389,1,-999,292.514416357912,50.0531673128524,0,923.6,2009-07-07 21:13:45.000,2009-07-07 21:29:08.000,55019.8845486111,55019.8952314815
MISKEP_08127_0010,40412,7,-999,292.520026396123,50.0560585857911,0,1879.55,2011-06-14 12:15:15.000,2011-07-27 22:00:40.000,55726.5105902778,55769.9171296296
GI5_055006_KEPLER_16B,25135,7,-999,292.586935790548,41.0908759746302,1464.1,8946.55,2009-05-15 22:58:51.000,2010-07-03 17:22:26.000,54966.9575347222,55380.723912037
AIS_14,50014,1,39,292.746016756126,39.1370631815249,0,221,2011-06-19 23:55:30.000,2011-09-13 10:18:18.000,55731.996875,55817.429375
MISKEP_08676_0015,40454,7,-999,292.845349947819,40.0593683657502,0,125.75,2011-07-02 22:30:51.000,2011-07-02 22:32:56.000,55744.9380902778,55744.939537037
AIS_14,50014,1,28,292.856155919987,40.1090423974109,0,215.05,2011-06-19 23:57:45.000,2011-09-13 10:21:03.000,55731.9984375,55817.4312847222
AIS_5,50005,1,39,292.958903386704,54.5601530040373,192,192,2006-09-13 11:40:14.000,2006-09-13 14:59:06.000,53991.4862731481,53991.624375
AIS_5,50005,1,44,292.993973451324,53.6226955424009,171,171,2006-09-13 11:46:55.000,2006-09-13 15:05:52.000,53991.4909143519,53991.6290740741
AIS_5,50005,1,34,293.193990754205,55.4185663297199,176,176,2006-09-13 11:38:16.000,2006-09-13 14:56:51.000,53991.4849074074,53991.6228125
AIS_9,50009,1,64,293.287873592981,44.8037833634111,0,141.05,2011-09-10 06:50:49.000,2011-09-10 06:53:10.000,55814.2852893519,55814.2869212963
MISKEP_08411_0010,40401,7,-999,293.357926354408,44.8311087425487,0,1562.05,2011-06-21 18:22:26.000,2011-06-21 18:48:28.000,55733.7655787037,55733.7836574074
GI4_056002_KEPLER_10,24100,1,-999,293.406565538631,45.6650578189193,5067.6,5067.6,2008-05-20 11:01:23.000,2008-08-14 12:55:08.000,54606.4592939815,54692.538287037
AIS_9,50009,1,56,293.410214389133,45.7525431779991,0,121,2011-09-10 06:48:14.000,2011-09-10 06:50:15.000,55814.2834953704,55814.2848958333
MISKEP_08361_0010,40433,7,-999,293.438724232358,45.7667862905846,0,1406.6,2011-06-26 00:12:46.000,2011-07-25 19:05:10.000,55738.0088657407,55767.7952546296
AIS_9,50009,1,48,293.524886083976,46.687332166899,0,111.25,2011-09-10 06:45:41.000,2011-09-10 06:47:32.000,55814.281724537,55814.2830092593
AIS_9,50009,1,40,293.701180976927,47.5886846811296,0,120,2011-09-10 06:43:02.000,2011-09-10 06:45:02.000,55814.2798842593,55814.2812731481
AIS_14,50014,1,38,293.867315473095,39.3281243074976,0,219.05,2011-06-20 00:00:20.000,2011-09-13 10:23:47.000,55732.0002314815,55817.4331828704
AIS_9,50009,1,11,294.161923382162,51.2373695476325,0,336.05,2011-06-10 06:35:27.000,2011-09-15 08:26:56.000,55722.2746180556,55819.352037037
MISKEP_08082_0010,40409,7,-999,294.166215920634,51.2140239215273,0,1111.15,2011-06-14 00:45:03.000,2011-07-26 21:20:23.000,55726.0312847222,55768.8891550926
AIS_9,50009,1,5,294.235011478681,52.1821713172668,119,119,2006-09-13 11:53:38.000,2006-09-13 15:12:00.000,53991.4955787037,53991.6333333333
MISKEP_08039_0010,40400,7,-999,294.278430348291,52.1807510554483,0,2351.1,2011-06-17 04:19:31.000,2011-06-17 06:15:08.000,55729.1802199074,55729.2605092593
AIS_5,50005,1,48,294.371015335451,53.0974680459037,184.05,184.05,2006-09-13 11:51:23.000,2006-09-13 15:10:08.000,53991.4940162037,53991.632037037
GI5_055001_KEPLER_10B,25130,7,-999,294.505623440083,47.0571166341657,976.6,3935.5,2009-05-14 00:58:48.000,2011-07-25 20:43:42.000,54965.0408333333,55767.8636805556
GI6_079002_Kepler_BR_Cyg,26782,7,-999,294.571017963392,46.9047243847851,0,12565.1,2010-06-30 15:00:10.000,2010-07-01 19:10:56.000,55377.6251157407,55378.7992592593
GI4_056011_KEPLER_20,24109,7,-999,294.624139041184,39.7038872551714,0,2832.45,2011-06-10 22:46:31.000,2011-07-29 03:34:50.000,55722.9489699074,55771.1491898148
GI4_056011_KEPLER_20s,24231,1,-999,294.626551461049,39.6994151326403,11503.8,0,2008-07-11 15:15:54.000,2008-08-15 16:30:12.000,54658.6360416667,54693.6876388889
AIS_5,50005,1,43,294.654565648346,53.9349843769704,185,185,2006-09-13 11:49:09.000,2006-09-13 15:08:05.000,53991.4924652778,53991.6306134259
AIS_14,50014,1,37,295.127481741423,39.5687954561592,0,298,2011-06-20 00:02:47.000,2011-09-13 10:27:04.000,55732.0019328704,55817.435462963
KEPLER_08216_0010_css33050,52392,1,-999,295.252960919858,48.8127463412666,0,983.55,2009-07-08 20:13:32.000,2009-07-08 20:29:55.000,55020.8427314815,55020.8541087963
AIS_9,50009,1,31,295.256367677868,48.8065338698344,240,240,2006-07-19 16:03:06.000,2006-09-11 18:28:03.000,53935.6688194444,53989.7694791667
MISKEP_08619_0015,40451,7,-999,295.394906496301,41.5447561916965,0,1107.65,2011-07-02 04:02:57.000,2011-07-25 10:52:15.000,55744.1687152778,55767.4529513889
AIS_14,50014,1,16,295.398491911651,41.5275266363486,0,182.15,2011-06-11 07:13:53.000,2011-06-11 07:16:55.000,55723.3013078704,55723.3034143519
MISKEP_08170_0010,40414,7,-999,295.407427850507,49.7245685990138,0,1961.65,2011-06-15 17:49:26.000,2011-07-28 06:11:14.000,55727.742662037,55770.2578009259
AIS_9,50009,1,23,295.416884088116,49.7268872863669,234,234,2006-07-19 16:05:34.000,2006-09-11 18:30:44.000,53935.6705324074,53989.7713425926
MISKEP_08125_0010,40411,7,-999,295.566165885737,50.6448377338971,0,1477.75,2011-06-13 09:57:32.000,2011-07-27 05:29:51.000,55725.4149537037,55769.2290625
AIS_9,50009,1,16,295.595251447275,50.6486817159357,0,297.05,2011-06-10 06:32:43.000,2011-09-15 08:22:32.000,55722.2727199074,55819.3489814815
GI4_056013_KEPLER_04,24111,1,-999,295.739566659795,49.6082190951566,6719.1,6719.1,2008-05-19 16:56:27.000,2008-08-17 08:23:43.000,54605.7058680556,54695.3498032407
MISKEP_08081_0010,40408,7,-999,295.753981499088,51.5651860344629,0,1879.15,2011-06-13 01:44:26.000,2011-07-27 17:05:29.000,55725.0725231482,55769.7121412037
AIS_9,50009,1,10,295.754287374054,51.5741808899282,0,316,2011-06-10 06:30:04.000,2011-09-15 08:18:36.000,55722.2708796296,55819.34625
AIS_9,50009,1,4,295.923556267562,52.4702320784209,0,302,2011-06-10 06:27:24.000,2011-09-15 08:14:41.000,55722.2690277778,55819.3435300926
GI4_056007_KEPLER_15,24105,7,-999,296.345827886641,42.9226359916638,436.35,3444.25,2008-05-21 11:40:39.000,2011-06-18 16:42:28.000,54607.4865625,55730.6961574074
GI4_056007_KEPLER_15s,24230,1,-999,296.346532653544,42.9132022566606,11380.3,0,2008-07-11 11:58:42.000,2008-08-15 14:51:36.000,54658.4990972222,54693.6191666667
GI4_056004_KEPLER_09,24102,1,-999,296.403320536589,48.1001343952623,6013,6013,2008-05-20 01:10:02.000,2008-08-16 19:09:31.000,54606.0486342593,54694.798275463
AIS_9,50009,1,38,296.557219593507,48.1500703084667,232.05,232.05,2006-07-19 16:00:42.000,2006-09-11 18:25:19.000,53935.6671527778,53989.7675810185
MISKEP_08618_0015,40450,7,-999,296.580601875742,41.7870106139063,0,116.2,2011-07-01 03:24:27.000,2011-07-01 03:26:23.000,55743.1419791667,55743.1433217593
AIS_14,50014,1,15,296.667129641117,41.771435822497,0,171.05,2011-06-11 07:10:14.000,2011-06-11 07:13:05.000,55723.2987731481,55723.3007523148
